"UnitNumber","abff","changetime","opmode","floor"
"R2N7Y426","1","1,766,025,625","ESB","1"
"F8N74R52","1","1,766,025,693","NAV","5"
"D6N66695","1","1,766,025,359","NAV","2"
"R2N8Y344","1","1,766,025,506","DCP","0"
"F8N0JUS2","1","1,766,025,715","NAV","16"
"R2N1R934","1","1,766,025,452","DCP","18"
"R2NR4501","1","1,766,025,501","DCP","2"
"F8K66A18","1","1,766,025,730","ESB","1"
"F8N1MLU8","1","1,766,025,493","DCP","2"
"D6N67087","1","1,766,025,631","ESB","1"
"F8N0XDA9","1","1,766,025,455","DCP","28"
"R2N9P028","1","1,766,025,404","DCP","10"
"N8N01E64","1","1,766,025,314","ESB","5"
"R2K00C09","1","1,766,025,594","DCP","5"
"R2N3Z261","1","1,766,025,617","NAV","23"
"D6N68435","1","1,766,025,621","HAD","255"
"R2N7G028","1","1,766,025,677","ESB","1"
"F8N1SDB5","1","1,766,025,463","DCP","0"
"R2N04N68","1","1,766,025,737","",""
"R2N6M599","1","1,766,023,763","ESB","0"
"R2N8T632","1","1,766,023,823","ESB","0"
"F8S25A83","1","1,766,023,819","ESB","16"
"R2S03P33","1","1,766,023,738","HAD","0"
"F8N4X837","1","1,766,023,898","NAV","22"
"R2NR0314","1","1,766,023,635","DCP","35"
"R2N0U700","1","1,766,023,717","DCP","0"
"F8N1THH1","1","1,766,023,971","DCP","0"
"R2N9W786","1","1,766,023,621","DCP","10"
"F8N28K26","1","1,766,023,662","DCP","1"
"R2N5A718","1","1,766,023,816","ESB","1"
"D6N23098","1","1,766,023,864","",""
"F8N0BYK0","1","1,766,023,714","HAD","2"
"D3S00317","1","1,766,023,777","DBF","4"
"R2N8R285","1","1,766,023,679","DTC","1"
"F8N39U54","1","1,766,023,631","DCP","3"
"F8N1USP7","1","1,766,023,950","DCP","1"
"F8N1NZD3","1","1,766,023,650","DCP","3"
"R2N0R571","1","1,766,023,875","ESB","1"
"R2N04Z67","1","1,766,023,827","DTC","2"
"F8NJP339","1","1,766,023,884","ESB","2"
"R2N7Z757","1","1,766,023,553","DCP","1"
"R2N9P792","1","1,766,023,921","DTC","1"
"R2NV5993","1","1,766,023,609","DCP","9"
"R2N6U856","1","1,766,023,743","ESB","1"
"R2N5M613","1","1,766,023,850","DCP","14"
"R2N1J342","1","1,766,023,843","ESB","1"
"F8N0NUW7","1","1,766,023,604","DCP","0"
"R2N4T173","1","1,766,023,752","ESB","1"
"D6NK9246","1","1,766,023,657","DCP","7"
"F8N1HYM4","1","1,766,023,687","HAD","19"
"R2N34665","1","1,766,023,788","ESB","1"
"D6NM0818","1","1,766,023,826","ESB","2"
"F8N1KZJ7","1","1,766,023,684","DCP","7"
"F8N1PFP2","1","1,766,023,978","",""
"R2N3T165","1","1,766,023,803","NAV","3"
"F8N7S782","1","1,766,023,805","ESB","1"
"F8N0FLX9","1","1,766,023,652","HAD","1"
"D6N59682","1","1,766,023,761","DCP","1"
"R2NV8350","1","1,766,022,526","ESB","3"
"F8N7G427","1","1,766,023,916","ESB","1"
"R2N0GN10","1","1,766,023,922","DTC","3"
"R2NV0768","1","1,766,023,718","DCP","2"
"R2N6Z778","1","1,766,025,600","ESB","6"
"D3N00M73","1","1,766,025,516","DCP","0"
"R2N3S533","1","1,766,025,626","ESB","1"
"F8N1BJP3","1","1,766,025,412","DCP","4"
"R2N1C927","1","1,766,025,607","ESB","18"
"R2N9K728","1","1,766,025,461","DCP","3"
"F8N85A06","1","1,766,025,733","ESB","1"
"F8N1NFK7","1","1,766,025,690","ESB","1"
"F8N0XSJ5","1","1,766,025,449","DCP","16"
"D6N68063","1","1,766,025,636","DCP","1"
"R2N6R317","1","1,766,013,492","DTC","11"
"R2N6Z788","1","1,766,013,060","DCP","5"
"R2NV6202","1","1,766,013,538","NAV","1"
"F8N0SFS6","1","1,766,012,563","NAV","3"
"F8N1SBW6","1","1,766,012,872","DTC","0"
"D6N04216","1","1,766,013,423","DCP","24"
"D6N68386","1","1,766,013,260","DCP","0"
"F8N56P31","1","1,766,012,921","DCP","3"
"R2N6M372","1","1,766,013,600","DCP","21"
"R2N7X036","1","1,766,013,225","ESB","1"
"R2N0MA13","1","1,766,013,385","",""
"R2NV2626","1","1,766,012,920","DTC","8"
"R2S02S95","1","1,766,013,147","HAD","1"
"F8N1WZG4","1","1,766,013,278","DTC","26"
"F8N0KZN4","1","1,766,013,025","NAV","0"
"F8N1LEU9","1","1,766,013,152","DCP","10"
"F8N8R464","1","1,766,013,383","DCP","8"
"R2N8Z023","1","1,766,013,463","DTC","15"
"R2N6J694","1","1,766,013,027","DCP","0"
"R2N2T655","1","1,766,013,432","NAV","2"
"R2N4X817","1","1,766,009,108","ESB","1"
"R2N0JU55","1","1,766,011,673","NAV","3"
"D6S00C49","1","1,766,009,639","DCP","0"
"F8N1KNT4","1","1,766,009,155","DCP","13"
"79NP9206","1","1,766,008,269","DCP","8"
"R2N3F420","1","1,766,009,827","DCP","2"
"D6N62140","1","1,766,009,679","DCP","4"
"R2N7D269","1","1,766,009,745","NAV","1"
"R2N7D269","1","1,766,010,084","NAV","1"
"R2N8A245","1","1,766,010,125","DTC","32"
"R2NG9397","1","1,766,009,552","DCP","16"
"R2NV6202","1","1,766,010,144","NAV","1"
"R2N5K920","1","1,766,009,269","NAV","2"
"R2N04X65","1","1,766,010,025","HAD","4"
"F8S57B20","1","1,766,009,906","DCP","27"
"R2N7D269","1","1,766,009,574","NAV","1"
"R2N7H795","1","1,766,010,132","NAV","255"
"F8N1JYP3","1","1,766,009,932","DCP","1"
"R2N5J747","1","1,766,009,712","DCP","2"
"F8N90N30","1","1,766,009,816","DTC","0"
"R2N7D269","1","1,766,008,493","NAV","1"
"R2N8N702","1","1,766,010,456","NAV","1"
"F8N0RKN7","1","1,766,009,787","DCP","18"
"R2N0JU55","1","1,766,008,511","NAV","3"
"D6NJ9608","1","1,766,010,368","DTC","5"
"F8N0F525","1","1,766,009,862","DCP","0"
"R2NV6202","1","1,766,010,512","NAV","1"
"F8N0K670","1","1,766,008,610","DCP","2"
"R2N0FK54","1","1,766,010,018","DCP","4"
"F8N1KTB4","1","1,766,013,127","DCP","5"
"R2N04N68","1","1,766,013,473","",""
"F8N1JXG7","1","1,766,013,319","DCP","2"
"F8N43T44","1","1,766,013,460","DCP","24"
"R2N9C045","1","1,766,013,572","DTC","0"
"F8N0RYW3","1","1,766,013,468","DTC","3"
"R2N9S483","1","1,766,013,094","DCP","0"
"F8N97383","1","1,766,013,372","DTC","0"
"R2N2P795","1","1,766,013,417","DCP","0"
"N8S01A89","1","1,766,013,204","NAV","0"
"F8N1PRG3","1","1,766,013,630","",""
"F8N0SCG9","1","1,766,013,053","DCP","0"
"F8N15Z45","1","1,766,013,392","DCP","10"
"R2N04N66","1","1,766,013,472","",""
"D6N49408","1","1,766,013,467","DCP","18"
"F8N0RKT1","1","1,766,012,738","DCP","11"
"R2N0DQ16","1","1,766,013,447","NAV","1"
"F8N1XXZ5","1","1,766,013,373","DCP","1"
"F8N0RKN7","1","1,766,010,511","DCP","11"
"R2N5K920","1","1,766,010,458","NAV","2"
"D6NH8274","1","1,766,009,968","DCP","28"
"F8N0UZR4","1","1,766,009,951","DCP","1"
"D6N01O42","1","1,766,011,688","DTC","3"
"F8N1CMM4","1","1,766,009,945","DCP","25"
"R2N8R285","1","1,766,008,804","DTC","1"
"R2N5K920","1","1,766,009,775","NAV","2"
"R2N5M978","1","1,766,008,733","DTC","0"
"R2N5K920","1","1,766,010,220","NAV","2"
"R2S10179","1","1,766,008,815","NAV","6"
"F8N0RKN2","1","1,766,008,892","DCP","11"
"F8N6N469","1","1,766,011,543","DCP","0"
"R2N0FA67","1","1,766,010,081","DCP","2"
"R2K02A38","1","1,766,008,855","DTC","14"
"R2N9P534","1","1,766,010,095","DCP","8"
"R2N2X804","1","1,766,010,497","DCP","1"
"F8K57A54","1","1,766,008,822","NAV","14"
"R2N5K920","1","1,766,008,751","NAV","2"
"F8N1BUN5","1","1,766,009,738","DCP","19"
"F8S83A75","1","1,766,009,614","DCP","17"
"R2N7Y038","1","1,766,008,811","DTC","0"
"F8S06A54","1","1,766,010,382","DCP","5"
"F8N1CTB2","1","1,766,009,650","DCP","1"
"R2N0JU55","1","1,766,010,321","NAV","3"
"F8N0WAZ3","1","1,766,009,760","DTC","4"
"D6NG5107","1","1,766,025,680","ESB","0"
"R2NR2893","1","1,766,025,442","HAD","1"
"F8N0DKG8","1","1,766,025,774","DTC","14"
"R2K01U60","1","1,766,025,698","DCP","1"
"F8NM6126","1","1,766,025,705","ESB","14"
"R2N0CI85","1","1,766,025,743","",""
"R2N4A115","1","1,766,025,515","DCP","0"
"R2N5S054","1","1,766,025,644","NAV","5"
"R2S00L90","1","1,766,025,671","DCP","1"
"F8N0UTJ5","1","1,766,025,557","NAV","21"
"F8N20R40","1","1,766,025,644","HAD","1"
"F8N1CJB6","1","1,766,025,593","DCP","2"
"F8N1JYP4","1","1,766,025,566","DCP","4"
"F8N15W75","1","1,766,025,389","NAV","1"
"R2N8M195","1","1,766,025,743","ESB","1"
"F8N17X95","1","1,766,025,740","NAV","1"
"R2N2X964","1","1,766,025,688","DCP","2"
"F8N1NJS8","1","1,766,023,763","HAD","2"
"R2N4N167","1","1,766,023,466","ESB","1"
"F8N68T02","1","1,766,023,775","ESB","1"
"R2S01R53","1","1,766,023,682","DCP","0"
"F8N1YSR8","1","1,766,023,796","ESB","2"
"D6N60930","1","1,766,023,864","DCP","4"
"R2K00O48","1","1,766,023,801","DCP","0"
"R2N7M936","1","1,766,023,753","DCP","3"
"D6N47640","1","1,766,023,778","HAD","1"
"D6S01369","1","1,766,023,897","ESB","1"
"D6N45794","1","1,766,023,838","HAD","1"
"R2N5A976","1","1,766,023,873","ESB","2"
"F8N3F784","1","1,766,023,761","COR","255"
"R2N9S494","1","1,766,023,830","DCP","11"
"R2N5K920","1","1,766,023,854","NAV","2"
"F8N2ASH8","1","1,766,024,070","DCP","12"
"R2N7G446","1","1,766,023,761","HAD","1"
"R2NM5686","1","1,766,023,814","ESB","9"
"R2N7Z160","1","1,766,023,842","ESB","1"
"R2N0LO12","1","1,766,023,841","DCP","8"
"F8N56N60","1","1,766,023,808","NAV","11"
"F8N32X67","1","1,766,023,765","DCP","22"
"R2N9R124","1","1,766,023,735","HAD","1"
"F8N0R230","1","1,766,023,853","NAV","1"
"R2N4D107","1","1,766,023,431","NAV","18"
"F8N0TMS0","1","1,766,023,651","DCP","8"
"F8N1PRF2","1","1,766,024,004","",""
"R2N0U916","1","1,766,023,993","ESB","0"
"R2NU9358","1","1,766,023,789","ESB","2"
"F8N2F661","1","1,766,023,816","HAD","29"
"F8N94K96","1","1,766,024,046","NAV","14"
"R2N7E669","1","1,766,025,636","NAV","2"
"N8N02B87","1","1,766,025,845","DCP","1"
"F8N60W45","1","1,766,025,590","HAD","1"
"F8N2ASH8","1","1,766,025,799","DCP","1"
"F8S35B28","1","1,766,025,505","NAV","9"
"R2NG1779","1","1,766,025,687","ESB","1"
"R2N8Z594","1","1,766,025,850","NAV","1"
"R2N3Z787","1","1,766,025,596","DCP","24"
"D6N10704","1","1,766,025,791","NAV","1"
"D6N00U80","1","1,766,025,496","DCP","0"
"F8N0NYH8","1","1,766,025,762","ESB","1"
"F8N1KSX0","1","1,766,025,741","DTC","14"
"F8N09U26","1","1,766,025,777","NAV","1"
"R2N3N883","1","1,766,025,588","DCP","28"
"F8N1MFF0","1","1,766,025,642","DCP","26"
"R2N2Y904","1","1,766,025,585","DCP","2"
"R2N7J842","1","1,766,025,590","HAD","1"
"F8NJP336","1","1,766,025,769","ESB","1"
"F8N79Z94","1","1,766,025,735","HAD","1"
"F8N48W07","1","1,766,025,792","",""
"R2N3Z343","1","1,766,025,836","DTC","4"
"F8N1LPW4","1","1,766,025,646","DCP","3"
"D3N03574","1","1,766,025,898","ESB","17"
"F8N1E893","1","1,766,025,712","ESB","1"
"F8N1JBW2","1","1,766,025,641","DCP","17"
"F8K34B56","1","1,766,025,602","DCP","3"
"D6N47641","1","1,766,025,718","HAD","1"
"R2N5P684","1","1,766,025,931","DTC","6"
"F8NV007D","1","1,766,025,566","DCP","0"
"R2N29658","1","1,766,025,596","DCP","0"
"R2K00B91","1","1,766,025,749","ESB","2"
"F8N0FLH4","1","1,766,025,454","NAV","1"
"D6N01S44","1","1,766,025,929","",""
"R2N7D175","1","1,766,025,835","ESB","1"
"F8N0JKM1","1","1,766,025,583","DCP","2"
"R2N0U934","1","1,766,025,639","DCP","10"
"R2K00N33","1","1,766,025,853","ESB","1"
"F8N1EPT9","1","1,766,025,662","DTC","4"
"R2N4K843","1","1,766,025,625","DCP","11"
"R2N0JU55","1","1,766,025,768","NAV","3"
"F8N0SHH0","1","1,766,025,537","HAD","12"
"F8N1KEE6","1","1,766,025,903","ESB","1"
"F8N10U80","1","1,766,025,749","DTC","4"
"R2N3N957","1","1,766,025,790","HAD","10"
"R2N01A35","1","1,766,025,561","DCP","21"
"D6N53922","1","1,766,025,628","DCP","4"
"F8N0WYZ0","1","1,766,025,841","ESB","1"
"F8N0KYP0","1","1,766,025,845","DTC","2"
"F8N22S20","1","1,766,025,939","ESB","2"
"D6N53853","1","1,766,025,675","DCP","1"
"N8N01Z43","1","1,766,025,565","DCP","8"
"F8N0YEA2","1","1,766,025,644","DCP","1"
"R2N05Y45","1","1,766,025,944","",""
"R2S02052","1","1,766,010,685","NAV","255"
"R2N6H203","1","1,766,010,472","DCP","28"
"R2N8P505","1","1,766,009,648","DCP","1"
"R2N5K920","1","1,766,010,902","NAV","2"
"R2N0DI33","1","1,766,009,736","DCP","29"
"R2N9T968","1","1,766,013,662","NAV","255"
"F8N1EPP7","1","1,766,013,506","",""
"F8N1EPP9","1","1,766,013,505","",""
"F8S96A65","1","1,766,013,303","DCP","1"
"R2NV3620","1","1,766,013,045","DCP","3"
"R2N4K245","1","1,766,013,365","DCP","16"
"D6N53852","1","1,766,012,899","DCP","3"
"R2N8Z042","1","1,766,013,045","",""
"F8N1SEA9","1","1,766,013,316","DCP","0"
"F8N0GPP2","1","1,766,012,853","HAD","8"
"R2N0U128","1","1,766,012,994","DBF","12"
"F8N70Z50","1","1,766,012,987","DCP","10"
"F8N1PRG1","1","1,766,013,629","",""
"R2N4A115","1","1,766,013,206","DCP","0"
"R2N0N087","1","1,766,013,311","DCP","0"
"D3N04988","1","1,766,012,802","",""
"R2N2T275","1","1,766,013,156","DCP","1"
"R2N9Z119","1","1,766,013,307","DCP","10"
"F8N1YBX7","1","1,766,013,625","DCP","1"
"F8N1XXZ5","1","1,766,013,517","DCP","1"
"F8N52W68","1","1,766,013,538","DCP","3"
"F8N1SBW6","1","1,766,013,600","",""
"F8S83A75","1","1,766,010,268","DCP","13"
"R2N7D269","1","1,766,009,011","NAV","1"
"R2N5K920","1","1,766,009,003","NAV","2"
"R2NV6202","1","1,766,010,960","NAV","1"
"R2N7D269","1","1,766,009,912","NAV","1"
"R2N8F253","1","1,766,010,573","DCP","10"
"R2N7D269","1","1,766,008,831","NAV","1"
"R2N7H794","1","1,766,010,018","NAV","2"
"R2N09C66","1","1,766,010,642","DTC","11"
"R2N7D261","1","1,766,010,787","DCP","4"
"R2NQ5194","1","1,766,010,658","DCP","30"
"D6S00C55","1","1,766,008,919","DCP","0"
"R2N8N702","1","1,766,010,835","COR","255"
"R2N5D358","1","1,766,010,085","DCP","0"
"R2N0Z252","1","1,766,011,138","",""
"F8N0LDM2","1","1,766,011,156","NAV","12"
"R2NV6202","1","1,766,011,104","NAV","1"
"F8N43T36","1","1,766,011,233","ESB","19"
"F8N8F562","1","1,766,009,255","ESB","4"
"R2N8R285","1","1,766,010,965","DTC","1"
"R2S05793","1","1,766,010,928","DTO","1"
"R2N8A298","1","1,766,010,603","NAV","27"
"F8NM6132","1","1,766,010,298","ESB","1"
"R2N7D269","1","1,766,010,250","NAV","1"
"R2N4N006","1","1,766,011,087","NAV","2"
"F8N1JBN0","1","1,766,011,212","DCP","1"
"R2NO2915","1","1,766,010,130","DCP","2"
"R2N7D269","1","1,766,010,747","NAV","1"
"R2N0JU55","1","1,766,010,739","NAV","3"
"F8N0HWB9","1","1,766,010,705","DTC","1"
"F8N0UZR3","1","1,766,010,556","DCP","9"
"F8N97C61","1","1,766,010,385","DCP","15"
"R2S00186","1","1,766,010,669","DTC","4"
"R2N7M745","1","1,766,010,647","DCP","1"
"F8N1BCH9","1","1,766,010,938","NAV","1"
"R2NL9081","1","1,766,011,011","DTC","8"
"R2N8R285","1","1,766,011,129","DTC","1"
"F8S57B20","1","1,766,009,196","DCP","29"
"R2NV6202","1","1,766,011,248","NAV","1"
"F8N0RKN7","1","1,766,010,919","DCP","7"
"R2S00G35","1","1,766,011,099","DCP","4"
"F8N1BCH9","1","1,766,011,204","NAV","7"
"F8N0RSY6","1","1,766,009,435","NAV","4"
"R2N5K920","1","1,766,010,709","NAV","2"
"R2N8R285","1","1,766,011,294","DTC","1"
"R2NV6202","1","1,766,010,736","NAV","1"
"F8N52W67","1","1,766,011,386","DLM","3"
"F8N1RXE6","1","1,766,011,378","DCP","1"
"F8N1JCB9","1","1,766,010,997","DTC","3"
"R2N0JU55","1","1,766,009,457","NAV","3"
"D7NB2977","1","1,766,011,319","DCP","1"
"F8N0RKN2","1","1,766,009,939","DCP","2"
"R2N7P452","1","1,766,010,887","DCP","0"
"R2N4J007","1","1,766,011,526","DTC","8"
"D7N00A45","1","1,766,010,632","DTC","2"
"F8N59788","1","1,766,011,408","NAV","19"
"F8N0XAH1","1","1,766,010,693","DCP","18"
"R2N0K469","1","1,766,010,825","COR","255"
"R2NM5588","1","1,766,010,687","DTC","4"
"R2N2Z050","1","1,766,011,386","DTC","0"
"F8N1WDP7","1","1,766,011,416","DTC","1"
"R2N9S487","1","1,766,011,262","DCP","16"
"R2N0N057","1","1,766,010,819","DTC","0"
"R2N5D140","1","1,766,010,747","DCP","0"
"R2N8U636","1","1,766,011,533","DCP","10"
"R2N2N468","1","1,766,011,390","DTO","1"
"R2K01L80","1","1,766,011,355","DCP","25"
"F8N43T48","1","1,766,010,937","DCP","7"
"D7N00A46","1","1,766,010,710","DTC","2"
"R2N5N565","1","1,766,011,272","DCP","7"
"D7N02101","1","1,766,010,786","DTC","6"
"F8N12U36","1","1,766,025,913","ESB","1"
"F8N0TAM2","1","1,766,025,867","ESB","0"
"D6N18936","1","1,766,025,854","ESB","1"
"F8N44U68","1","1,766,025,851","ESB","2"
"R2N0CH44","1","1,766,025,763","DCP","3"
"D6S00A03","1","1,766,025,718","HAD","1"
"R2N5N617","1","1,766,025,647","DCP","7"
"R2N5K920","1","1,766,025,928","NAV","2"
"F8N49U49","1","1,766,025,701","DCP","3"
"R2N8K855","1","1,766,024,430","ESB","0"
"F8N88C71","1","1,766,025,112","ESB","1"
"D6N31704","1","1,766,025,135","ESB","1"
"F8N5W276","1","1,766,025,223","ESB","3"
"F8N96Z21","1","1,766,025,180","ESB","1"
"R2NH6007","1","1,766,025,094","HAD","3"
"F8N0PDM9","1","1,766,025,088","NAV","15"
"N8S01N57","1","1,766,025,075","ESB","2"
"D6N68800","1","1,766,025,059","DCP","0"
"R2N04Z72","1","1,766,024,957","DCP","0"
"R2NO2065","1","1,766,025,116","ESB","6"
"R2N7M729","1","1,766,025,081","DCP","17"
"R2NA5422","1","1,766,025,088","ESB","1"
"R2N6P675","1","1,766,025,093","DCP","1"
"F8N1JBW2","1","1,766,024,859","DCP","20"
"F8N1CWP2","1","1,766,025,060","NAV","11"
"F8N74P93","1","1,766,025,144","NAV","1"
"F8N7U649","1","1,766,025,056","DCP","17"
"F8N0FWY9","1","1,766,025,087","HAD","1"
"D6NJ5489","1","1,766,024,988","HAD","1"
"R2N0JU55","1","1,766,025,231","NAV","3"
"R2N9C710","1","1,766,024,460","ESB","1"
"F8N47S17","1","1,766,025,258","ESB","1"
"R2N9R334","1","1,766,025,090","DCP","2"
"R2N0DC93","1","1,766,025,132","DTC","1"
"R2N4G243","1","1,766,025,128","ESB","1"
"R2N6C625","1","1,766,025,127","DTC","0"
"F8N1PFA7","1","1,766,024,492","DTC","1"
"F8N1BBF4","1","1,766,025,061","NAV","0"
"F8N28P87","1","1,766,023,940","NAV","1"
"R2N7M732","1","1,766,023,826","DCP","24"
"F8N0XNJ7","1","1,766,023,695","DTC","29"
"R2N8T634","1","1,766,023,696","DCP","2"
"R2N6M378","1","1,766,024,034","DCP","0"
"F8N1UKS5","1","1,766,023,780","NAV","0"
"D6NH8001","1","1,766,023,867","DCP","3"
"N8S01L67","1","1,766,023,864","NAV","10"
"F8N1F988","1","1,766,023,898","ESB","1"
"F8N08Y05","1","1,766,023,902","ESB","1"
"R2N1N964","1","1,766,024,033","ESB","2"
"F9K00108","1","1,766,023,859","ESB","1"
"F8S42B43","1","1,766,024,003","DCP","16"
"R2N8F017","1","1,766,023,922","ESB","11"
"F8N0RWT9","1","1,766,023,787","DCP","4"
"F8N0ZZD9","1","1,766,023,807","DCP","2"
"D6N37864","1","1,766,024,013","ESB","1"
"F8N0WZM2","1","1,766,023,835","DCP","4"
"F8SEI074","1","1,766,023,859","HAD","1"
"F8N1XNN6","1","1,766,023,844","DTC","2"
"F8N87855","1","1,766,023,851","DCP","3"
"F8N1KSX0","1","1,766,024,043","DTC","3"
"F8S57B96","1","1,766,023,834","NAV","10"
"F8N38A81","1","1,766,023,954","ESB","1"
"F8N96J20","1","1,766,023,852","DCP","3"
"F8N1THH8","1","1,766,024,121","ESB","0"
"F8N1NRT4","1","1,766,023,912","DCP","5"
"F8N1CMH6","1","1,766,023,710","HAD","0"
"R2N0LF11","1","1,766,023,829","DCP","1"
"R2NF4362","1","1,766,023,752","DCP","22"
"F8N24Y45","1","1,766,025,705","NAV","0"
"R2N3N963","1","1,766,025,668","COR","4"
"F8S29A48","1","1,766,025,681","DCP","2"
"R2N8R285","1","1,766,026,002","DTC","1"
"R2N9R115","1","1,766,025,836","HAD","1"
"R2N0Y894","1","1,766,025,830","NAV","18"
"F8N0MKG2","1","1,766,025,931","HAD","1"
"R2N4Z531","1","1,766,025,900","DTC","12"
"F8N0WDB1","1","1,766,025,645","DCP","13"
"F8S31B14","1","1,766,025,862","HAD","28"
"D6N57420","1","1,766,025,781","DCP","10"
"R2N25578","1","1,766,025,946","ESB","1"
"F8N1PGC4","1","1,766,025,742","NAV","1"
"R2K01L47","1","1,766,026,006","DCP","0"
"R2N9H305","1","1,766,025,662","DCP","10"
"F8K47A28","1","1,766,025,729","HAD","1"
"F8N3F871","1","1,766,025,822","HAD","1"
"F8N34W67","1","1,766,025,547","HAD","1"
"R2N6M379","1","1,766,025,948","DCP","1"
"D6NF7023","1","1,766,025,688","HAD","1"
"F8N1NLC7","1","1,766,025,821","DCP","17"
"F8N1CUA2","1","1,766,025,523","COR","6"
"R2N1A682","1","1,766,025,813","ESB","1"
"R2N0D468","1","1,766,025,711","DCP","3"
"F8N99U07","1","1,766,025,820","NAV","29"
"D6N02396","1","1,766,025,596","DCP","24"
"F8N1XNN2","1","1,766,025,872","ESB","1"
"R2S02S75","1","1,766,025,739","ESB","1"
"F8N0RNB1","1","1,766,025,787","HAD","2"
"F8N0MPD9","1","1,766,025,889","NAV","1"
"R2N7N564","1","1,766,025,743","DCP","0"
"R2S10136","1","1,766,025,817","DCP","2"
"R2N1J109","1","1,766,025,908","NAV","1"
"F9K03794","1","1,766,025,871","",""
"F8N1BBG3","1","1,766,025,902","ESB","5"
"R2N0W209","1","1,766,025,847","DCP","10"
"F8N1NFK9","1","1,766,024,961","DCP","14"
"R2N0JY33","1","1,766,024,587","",""
"F8N1NLE6","1","1,766,025,151","ESB","1"
"R2N02Z10","1","1,766,025,185","ESB","1"
"R2N01A35","1","1,766,025,203","DCP","2"
"R2N7R089","1","1,766,025,163","DCP","1"
"R2N1J761","1","1,766,024,999","HAD","1"
"R2N02T30","1","1,766,025,213","HAD","1"
"R2N5W272","1","1,766,025,280","DCP","19"
"N8S00H33","1","1,766,025,138","ESB","1"
"R2N3F393","1","1,766,025,095","ESB","1"
"F8N12U04","1","1,766,025,371","NAV","1"
"R2N3Z787","1","1,766,025,187","DCP","1"
"R2N0FA74","1","1,766,025,216","DCP","0"
"F8N0BDC3","1","1,766,025,039","DCP","6"
"D6NM4237","1","1,766,025,071","HAD","1"
"F8N0MLT3","1","1,766,025,031","DCP","3"
"R2N4Z539","1","1,766,025,147","ESB","1"
"R2N3T655","1","1,766,025,327","ESB","1"
"R2N9R455","1","1,766,025,126","ESB","10"
"R2N01U60","1","1,766,024,590","DBF","1"
"F8N97P29","1","1,766,025,184","ESB","3"
"F8N0YJH0","1","1,766,025,065","NAV","1"
"D6N28290","1","1,766,025,074","ESB","2"
"F8N1GHU2","1","1,766,025,174","ESB","14"
"R2N0S974","1","1,766,025,383","DTC","1"
"D6N53853","1","1,766,025,077","DCP","0"
"D6N05525","1","1,766,024,952","DCP","23"
"F8N1CJB5","1","1,766,025,170","DCP","18"
"F8N59S13","1","1,766,024,974","HAD","0"
"F8N0XNJ7","1","1,766,024,908","DTC","16"
"R2N0FX48","1","1,766,024,947","DCP","3"
"R2S01J24","1","1,766,025,096","ESB","10"
"R2NI1978","1","1,766,025,352","ESB","1"
"F8N42Y62","1","1,766,025,090","NAV","1"
"R2N82093","1","1,766,025,048","ESB","1"
"R2NO6389","1","1,766,025,855","ESB","1"
"F8N97W79","1","1,766,025,908","NAV","1"
"F8N1PFA7","1","1,766,025,838","DTC","6"
"F8N1WZX4","1","1,766,025,750","DCP","4"
"R2S01G86","1","1,766,025,894","ESB","1"
"R2NO1213","1","1,766,025,763","DTC","23"
"F8N0JXT3","1","1,766,025,851","DTO","5"
"F8N0MLT3","1","1,766,025,646","DCP","2"
"F8N48Z78","1","1,766,025,997","DTC","0"
"R2N9K728","1","1,766,025,810","DCP","3"
"D7N00I92","1","1,766,025,979","DTC","2"
"D6N68287","1","1,766,025,805","ESB","1"
"R2N1J078","1","1,766,025,810","DCP","1"
"D6N51141","1","1,766,025,762","DCP","11"
