"UnitNumber","abff","changetime","opmode","floor"
"F8N88X65","1","1,766,015,068","DCP","0"
"R2N0FL84","1","1,766,015,527","DTC","1"
"R2N3Z715","1","1,766,014,836","DCP","4"
"F8N15Z30","1","1,766,014,935","DCP","1"
"F8N0XAH7","1","1,766,014,837","ESB","1"
"R2N6P943","1","1,766,015,419","DCP","1"
"F8N0SBN4","1","1,766,014,653","NAV","2"
"F8N1EPR8","1","1,766,014,729","DCP","13"
"R2N1N964","1","1,766,014,976","ESB","2"
"R2K00V08","1","1,766,014,959","DTC","5"
"F8N1TXD8","1","1,766,014,891","NAV","2"
"F8S62B33","1","1,766,015,072","NAV","16"
"R2N8H531","1","1,766,014,931","DCP","1"
"D6N55827","1","1,766,014,718","DCP","28"
"R2N00E39","1","1,766,012,458","DCP","3"
"R2N09C43","1","1,766,015,461","ESB","1"
"R2S02T37","1","1,766,020,302","DTC","1"
"R2N7M946","1","1,766,020,476","HAD","2"
"R2N1W054","1","1,766,020,077","DCP","1"
"F8N0JPR3","1","1,766,020,104","DCP","8"
"R2N5R216","1","1,766,020,271","ESB","1"
"F8N0YGN9","1","1,766,020,399","COR","255"
"F8N0LCT9","1","1,766,020,446","NAV","0"
"R2S00D37","1","1,766,020,387","HAD","33"
"F8N1DTL2","1","1,766,020,168","DCP","15"
"F8N0RKN3","1","1,766,020,419","DCP","25"
"F8N0ZFX5","1","1,766,020,102","DCP","0"
"F8N2B723","1","1,766,020,232","ESB","2"
"R2N6N115","1","1,766,020,075","DCP","14"
"R2N5R665","1","1,766,020,522","",""
"F8N59S10","1","1,766,020,157","HAD","0"
"F8N1LLT1","1","1,766,020,038","DCP","0"
"F8N1KBJ7","1","1,766,020,247","DCP","0"
"R2NN1042","1","1,766,020,333","NAV","3"
"F8N1XCW7","1","1,766,020,143","DCP","0"
"R2N7A009","1","1,766,019,192","HAD","1"
"R2N05Y26","1","1,766,019,195","",""
"F8N0DFJ1","1","1,766,019,087","ESB","1"
"R2N6M383","1","1,766,018,935","DCP","11"
"F8N80R42","1","1,766,019,170","DTC","1"
"D6N57839","1","1,766,018,869","DCP","4"
"F8N2E967","1","1,766,019,002","ESB","1"
"R2NV6202","1","1,766,019,190","NAV","1"
"F8NJW486","1","1,766,018,878","ESB","1"
"F8N47U29","1","1,766,019,331","DCP","1"
"R2N5P684","1","1,766,019,179","DTC","6"
"R2N8W567","1","1,766,019,122","DCP","0"
"F8N1SEA9","1","1,766,019,069","DCP","13"
"R2N4Z746","1","1,766,018,911","DCP","1"
"R2N9P028","1","1,766,019,059","DCP","10"
"F8N0GFU2","1","1,766,019,133","DCP","15"
"R2NM9697","1","1,766,019,110","ESB","2"
"F8N08X05","1","1,766,019,102","NAV","2"
"F8N1FSF6","1","1,766,019,077","DCP","6"
"F8N1S766","1","1,766,019,169","NAV","29"
"R2N7P430","1","1,766,019,017","DCP","19"
"F8N0NLP5","1","1,766,019,289","ESB","1"
"F8N1NLC7","1","1,766,018,739","DCP","16"
"R2N4D437","1","1,766,019,250","NAV","16"
"R2N0KO73","1","1,766,019,071","",""
"R2N1E788","1","1,766,019,014","DCP","27"
"F8N2M430","1","1,766,019,169","DCP","0"
"F8N32X74","1","1,766,018,880","HAD","2"
"F8N1NLD1","1","1,766,018,954","ESB","1"
"F8N1KAZ2","1","1,766,018,872","DCP","10"
"R2N5K920","1","1,766,019,055","NAV","2"
"R2N7Y603","1","1,766,019,098","DCP","1"
"F8N0NBW5","1","1,766,019,020","DCP","0"
"R2S02D10","1","1,766,019,263","DTC","0"
"F8N67T98","1","1,766,018,819","ESB","1"
"R2N0BJ58","1","1,766,019,011","DCP","0"
"R2N0T941","1","1,766,019,352","HAD","1"
"R2N6R403","1","1,766,018,960","COR","0"
"F8N1JMW9","1","1,766,019,195","NAV","17"
"F8N1X145","1","1,766,018,958","ESB","5"
"R2N7Y038","1","1,766,019,078","DTC","0"
"R2N1W075","1","1,766,019,149","DCP","1"
"D6N01Y91","1","1,766,019,130","HAD","1"
"F8N1SZA4","1","1,766,019,243","DTC","0"
"F8N1CRM1","1","1,766,018,936","DCP","23"
"D6N26318","1","1,766,019,226","DCP","0"
"R2K4A633","1","1,766,019,184","DBF","2"
"R2N5M610","1","1,766,019,301","DCP","0"
"N8N00T12","1","1,766,019,017","NAV","0"
"R2N3T651","1","1,766,019,185","ESB","1"
"F8N1K119","1","1,766,019,149","DCP","29"
"R2N2J867","1","1,766,019,057","ESB","0"
"R2N0S974","1","1,766,019,327","DTC","8"
"F8S58B07","1","1,766,019,242","NAV","0"
"F8N0YMB5","1","1,766,018,992","DCP","1"
"F8N1PJD4","1","1,766,018,913","DCP","1"
"F8N0JMG3","1","1,766,019,078","DCP","14"
"F8N0RRB8","1","1,766,019,123","DCP","10"
"F8N0KMK9","1","1,766,019,301","ESB","1"
"R2N9R313","1","1,766,019,105","DTC","0"
"R2N6P695","1","1,766,019,262","ESB","0"
"R2N6Z788","1","1,766,019,078","DCP","2"
"F8N61T35","1","1,766,019,295","DCP","0"
"R2S00O74","1","1,766,019,233","DTC","1"
"R2NV3493","1","1,766,019,228","ESB","1"
"F8N1STL1","1","1,766,019,225","",""
"F8N57T86","1","1,766,019,058","ESB","1"
"F8N1KAH8","1","1,766,018,959","DCP","0"
"R2N3H425","1","1,766,018,939","DCP","5"
"D6N06163","1","1,766,018,986","NAV","1"
"F8N0JMJ7","1","1,766,019,067","DCP","1"
"F8N6P712","1","1,766,019,022","DCP","4"
"D6S00M69","1","1,766,019,089","HAD","0"
"F8N33B07","1","1,766,019,158","ESB","1"
"R2N5Y308","1","1,766,019,066","DCP","7"
"F8N1FJM3","1","1,766,019,110","DCP","4"
"R2N9G938","1","1,766,019,221","NAV","25"
"R2N34864","1","1,766,020,346","NAV","1"
"D6N66308","1","1,766,019,258","ESB","1"
"F8N0BPL0","1","1,766,019,293","ESB","0"
"F8N11S94","1","1,766,019,173","HAD","2"
"F8N0RZS3","1","1,766,018,788","DCP","0"
"F8N71H56","1","1,766,019,201","NAV","1"
"F8S96A65","1","1,766,018,681","DCP","1"
"F8S04B93","1","1,766,019,370","",""
"R2N2N553","1","1,766,018,848","DCP","0"
"R2N77399","1","1,766,019,044","ESB","1"
"R2N9H180","1","1,766,019,216","DTC","5"
"F8N20R21","1","1,766,019,339","NAV","28"
"R2N0T936","1","1,766,019,118","DCP","3"
"F8N0MDZ3","1","1,766,019,232","ESB","24"
"F8N1XYP9","1","1,766,019,083","HAD","1"
"F8N1NLE6","1","1,766,019,190","DCP","10"
"R2N8A283","1","1,766,019,264","ESB","1"
"F8N56N49","1","1,766,019,279","ESB","1"
"F8S86A17","1","1,766,019,342","DTC","2"
"F8N88X31","1","1,766,039,403","ESB","2"
"R2N8T632","1","1,766,039,529","ESB","52"
"R2N09F36","1","1,766,039,384","",""
"F8SEK001","1","1,766,039,168","ESB","0"
"F8N1HYM9","1","1,766,039,251","DCP","1"
"N8N00A22","1","1,766,039,463","",""
"D6N66707","1","1,766,039,164","DCP","18"
"R2N4E493","1","1,766,039,973","ESB","0"
"R2N0AX21","1","1,766,039,811","DCP","6"
"R2NM8366","1","1,766,040,100","ESB","4"
"R2NL9113","1","1,766,039,928","ESB","1"
"F8N0YZL5","1","1,766,039,900","HAD","16"
"D6N52649","1","1,766,039,850","DCP","1"
"R2N7E898","1","1,766,040,017","ESB","2"
"R2N7Z745","1","1,766,039,821","DCP","11"
"F8N04T27","1","1,766,040,005","DTC","1"
"R2N8P085","1","1,766,039,909","DCP","3"
"F8N74W11","1","1,766,040,309","NAV","1"
"F8N52W96","1","1,766,039,969","HAD","1"
"R2N6X784","1","1,766,039,755","DCP","1"
"F8N6S077","1","1,766,039,885","DCP","0"
"R2N08O13","1","1,766,039,736","DCP","2"
"R2N1U926","1","1,766,039,849","DCP","1"
"F8N1CXB8","1","1,766,039,934","DCP","1"
"D6S00J13","1","1,766,039,843","HAD","1"
"D6N57421","1","1,766,039,909","DCP","2"
"F8N0RFA0","1","1,766,039,999","NAV","1"
"F8N82S49","1","1,766,040,236","ESB","1"
"R2N0B497","1","1,766,039,972","DCP","9"
"F8N0JKE8","1","1,766,039,901","HAD","1"
"R2N2T861","1","1,766,039,917","DCP","0"
"F8N55889","1","1,766,039,928","DTO","5"
"D6NJ9610","1","1,766,039,904","DCP","6"
"R2NB8283","1","1,766,040,151","DLM","12"
"R2N3D267","1","1,766,039,340","DCP","0"
"R2NP8613","1","1,766,038,935","DCP","2"
"R2N6Y242","1","1,766,039,300","HAD","2"
"D3N05094","1","1,766,039,342","",""
"R2N3P189","1","1,766,039,183","NAV","1"
"R2N00E42","1","1,766,039,092","DCP","5"
"F8N59Z87","1","1,766,039,265","NAV","16"
"F8N0XMX7","1","1,766,039,142","NAV","1"
"D3N05115","1","1,766,039,341","",""
"F8N0KKU0","1","1,766,039,219","DCP","15"
"R2N8E504","1","1,766,039,104","NOR","16"
"F8N0NEF0","1","1,766,039,330","DCP","23"
"R2K00H71","1","1,766,039,327","DCP","0"
"R2N2R407","1","1,766,039,273","ESB","1"
"F8N8P782","1","1,766,039,274","ESB","2"
"R2N22903","1","1,766,039,261","ESB","1"
"F8N97494","1","1,766,039,407","DCP","24"
"R2N4H192","1","1,766,039,131","DCP","10"
"F8N0YEN0","1","1,766,039,587","ESB","1"
"F8N89244","1","1,766,039,198","DCP","8"
"R2N6S477","1","1,766,039,243","ESB","5"
"F8N0USX3","1","1,766,039,252","DTC","29"
"R2NL7874","1","1,766,039,431","ESB","1"
"R2N2Z050","1","1,766,039,389","DTC","0"
"D6N68440","1","1,766,039,322","ESB","0"
"F8N1NLP7","1","1,766,039,125","NAV","12"
"F9K00250","1","1,766,039,451","HAD","1"
"F8N96Z04","1","1,766,039,206","HAD","1"
"R2N0CJ06","1","1,766,039,366","DCP","4"
"F8N1JYN2","1","1,766,039,395","DCP","1"
"F8N0PKM2","1","1,766,039,452","DCP","8"
"F8N0XMC3","1","1,766,039,937","DCP","11"
"F8N0KJX9","1","1,766,040,063","DCP","11"
"R2N83782","1","1,766,039,916","DCP","6"
"F8N1ELK7","1","1,766,039,778","NAV","1"
"R2N02E15","1","1,766,039,860","HAD","3"
"F8N79Z95","1","1,766,040,012","HAD","1"
"R2N9K206","1","1,766,039,880","DCP","1"
"F8N0CXD4","1","1,766,040,177","DCP","13"
"R2N2Y884","1","1,766,040,008","DTC","2"
"F8N1LSL2","1","1,766,040,103","ESB","3"
"D3K00B96","1","1,766,039,974","HAD","1"
"F8N1SGS1","1","1,766,039,909","COR","0"
"F8K0A228","1","1,766,040,100","DTC","5"
"R2N3C415","1","1,766,039,996","DCP","2"
"R2N8P960","1","1,766,040,269","ESB","1"
"F8N0MMC2","1","1,766,040,057","DCP","11"
"R2N4K569","1","1,766,040,182","ESB","18"
"R2N7M759","1","1,766,040,072","DTC","4"
"F8N1MJY2","1","1,766,040,043","NAV","1"
"D6NL5830","1","1,766,039,896","DCP","0"
"N8N03U58","1","1,766,039,973","DCP","4"
"F8N1JAG7","1","1,766,040,051","DCP","6"
"F8N1ZFF9","1","1,766,039,909","DCP","4"
"F8N68E16","1","1,766,039,942","HAD","25"
"R2N4E934","1","1,766,039,219","ESB","1"
"F8N0KME4","1","1,766,039,154","DTC","8"
"R2N08V39","1","1,766,035,360","DCP","1"
"R2S02S40","1","1,766,035,240","HAD","2"
"R2N4R355","1","1,766,035,282","DCP","16"
"F8N18Y54","1","1,766,035,330","DCP","0"
"R2N5X276","1","1,766,035,356","DTC","2"
"R2N9F424","1","1,766,035,054","DCP","20"
"F8N0LNR0","1","1,766,035,407","NAV","17"
"D6NM1422","1","1,766,035,415","DTC","23"
"D6N36112","1","1,766,035,027","HAD","1"
"R2N05F13","1","1,766,035,316","DCP","2"
"R2N0GB45","1","1,766,035,323","DCP","10"
"R2N4R355","1","1,766,035,282","DCP","16"
"F8N1WAW4","1","1,766,035,421","NAV","2"
"R2N5U827","1","1,766,035,499","ESB","1"
"F8N1WAX3","1","1,766,035,422","NAV","1"
"R2N3H953","1","1,766,035,429","DTC","0"
"F8N2ASH5","1","1,766,035,558","NAV","3"
"F8N1EJK4","1","1,766,034,142","",""
"F8N6X941","1","1,766,035,361","NAV","1"
"R2N5K240","1","1,766,035,102","HAD","8"
"F8N24Y33","1","1,766,035,085","HAD","0"
"R2N00G87","1","1,766,035,123","DCP","5"
"F8N1PFA6","1","1,766,035,223","DTC","27"
"R2N4Z379","1","1,766,035,274","DTC","0"
"R2N7P439","1","1,766,035,297","DTC","26"
"N8K00I94","1","1,766,035,369","NAV","12"
"R2S02T08","1","1,766,040,384","ESB","1"
"R2N5K920","1","1,766,040,338","IDL","2"
"F8N0RKW1","1","1,766,040,270","DCP","4"
"R2NV3270","1","1,766,040,231","HAD","7"
"R2N6T482","1","1,766,040,240","DCP","22"
"D6N01F95","1","1,766,040,277","DCP","1"
"R2N6W924","1","1,766,040,377","NAV","0"
"R2N1Z615","1","1,766,040,299","DCP","2"
"D6N40703","1","1,766,040,385","ESB","3"
"F8N1XEK5","1","1,766,040,175","DCP","2"
"D6N69531","1","1,766,040,249","DTO","1"
"D6N01O42","1","1,766,040,369","DTC","3"
"F8N0ZXX4","1","1,766,040,285","NAV","17"
"R2N9H921","1","1,766,040,339","ESB","3"
"R2NT7109","1","1,766,040,374","DTC","4"
"R2NM2542","1","1,766,040,372","ESB","1"
"R2N0IX24","1","1,766,040,239","HAD","0"
"F8N0LXS7","1","1,766,040,201","NAV","4"
"D6N53922","1","1,766,040,263","DCP","0"
"D7K1Z152","1","1,766,039,452","HAD","4"
"F8NKM339","1","1,766,040,253","HAD","2"
"F8N16Z47","1","1,766,040,306","DCP","2"
"R2N8Y460","1","1,766,040,263","DCP","9"
"R2N1J768","1","1,766,040,190","HAD","2"
"R2N0P152","1","1,766,040,492","NAV","255"
"D6N41122","1","1,766,040,296","DCP","14"
"F8N0NEF0","1","1,766,040,230","DCP","19"
"F8N1DRL7","1","1,766,040,417","NAV","1"
"F8N0UBH9","1","1,766,040,421","NAV","17"
"R2N1Z616","1","1,766,040,275","DCP","18"
"R2N0D470","1","1,766,040,339","DTC","0"
"R2N7U844","1","1,766,039,864","DCP","17"
"N8N02B87","1","1,766,040,472","DCP","1"
"F8N1KZK8","1","1,766,044,328","DCP","4"
"R2S02Q32","1","1,766,044,323","DCP","1"
"D7N00I91","1","1,766,044,392","DCP","1"
"R2N1W411","1","1,766,044,328","DCP","6"
"F8N1MXE8","1","1,766,044,331","DCP","1"
"F8N05M80","1","1,766,044,453","ESB","1"
"N8S00P61","1","1,766,044,456","NAV","0"
"R2N6T468","1","1,766,044,294","DCP","0"
"R2N0FL72","1","1,766,044,369","DCP","1"
"F8N0BYX1","1","1,766,044,488","NAV","34"
"F8N1MWL7","1","1,766,044,325","HAD","3"
"N8S00A97","1","1,766,044,484","ESB","17"
"R2N8Y930","1","1,766,044,350","DCP","10"
"N8S00L99","1","1,766,044,443","NAV","4"
"R2N6N959","1","1,766,044,583","",""
"R2K00Z65","1","1,766,044,457","ESB","1"
"F8N1EXE1","1","1,766,044,505","NAV","0"
"R2N4X817","1","1,766,044,541","ESB","1"
"F8N0NJN8","1","1,766,044,374","DCP","14"
"R2N6N957","1","1,766,044,583","",""
"R2N9N316","1","1,766,044,458","DTC","4"
"R2N8R420","1","1,766,044,537","ESB","1"
"F8S18B48","1","1,766,044,476","ESB","0"
"R2N0DC93","1","1,766,044,483","DTC","1"
"R2N5Y325","1","1,766,044,413","DCP","15"
"D6NK9173","1","1,766,044,459","ESB","2"
"R2S02T28","1","1,766,044,576","ESB","1"
"R2N0BF97","1","1,766,044,469","ESB","1"
"F8N54J81","1","1,766,044,425","ESB","2"
"R2N7K495","1","1,766,044,533","NAV","16"
"F8N2J985","1","1,766,044,518","DCP","0"
"R2N6W062","1","1,766,044,520","ESB","1"
"F8N1JST5","1","1,766,044,493","DTC","1"
"R2N1Z972","1","1,766,044,511","DCP","1"
"F8N22S64","1","1,766,044,349","HAD","9"
"R2N2H642","1","1,766,044,576","NAV","6"
"N8N02B87","1","1,766,044,547","DTC","4"
"R2N4R450","1","1,766,044,265","DCP","13"
"R2N7Z757","1","1,766,044,047","DCP","7"
"R2N6U470","1","1,766,040,339","DCP","2"
"F8N1XFD7","1","1,766,040,202","DCP","5"
"F9K00279","1","1,766,039,632","NAV","4"
"F8N0PLS2","1","1,766,040,268","DCP","19"
"R2N5S065","1","1,766,040,333","NAV","3"
"R2N4X817","1","1,766,040,487","ESB","1"
"R2NV8074","1","1,766,040,294","DCP","19"
"R2N4Z379","1","1,766,040,437","ESB","1"
"F8N0SEY0","1","1,766,040,373","NAV","17"
"D6N53852","1","1,766,040,293","DCP","12"
"R2N8G572","1","1,766,040,275","DCP","1"
"F8N0CDX8","1","1,766,040,313","HAD","0"
"R2N0T294","1","1,766,040,370","HAD","2"
"R2N8P085","1","1,766,040,478","DCP","2"
"R2N6P943","1","1,766,040,363","DCP","3"
"R2N0BF92","1","1,766,040,455","ESB","1"
"F8N37T03","1","1,766,040,444","ESB","1"
"R2NS6727","1","1,766,040,444","ESB","1"
"R2N4A151","1","1,766,040,384","NAV","3"
"F8N20A43","1","1,766,040,445","NAV","0"
"R2N9M157","1","1,766,040,509","ESB","2"
"F8N1WDK0","1","1,766,040,262","DCP","9"
"R2N6R806","1","1,766,040,595","ESB","1"
"R2N86168","1","1,766,040,434","HAD","1"
"D7N00I91","1","1,766,040,447","DCP","0"
"D6N59186","1","1,766,040,388","",""
"F8N59P09","1","1,766,040,423","DCP","0"
"F8N1XXE4","1","1,766,040,230","DCP","5"
"D6N54765","1","1,766,040,274","DCP","21"
"R2N06U41","1","1,766,040,546","",""
"R2N5T272","1","1,766,040,329","DCP","0"
"R2N5H015","1","1,766,040,696","NAV","1"
"F8N08C98","1","1,766,040,407","HAD","6"
"F8N1SZA4","1","1,766,040,369","DCP","5"
"R2N3S365","1","1,766,040,272","DCP","1"
"D6N62131","1","1,766,036,464","DTC","1"
"F8S47B24","1","1,766,040,337","HAD","10"
"R2N07G38","1","1,766,040,379","DTC","0"
"D6N36964","1","1,766,040,442","ESB","1"
"R2N4E705","1","1,766,040,397","DCP","1"
"F8N0TFX0","1","1,766,040,413","DCP","4"
"R2N2T861","1","1,766,040,206","DCP","11"
"R2N9R255","1","1,766,044,483","ESB","1"
"F9K01313","1","1,766,044,507","ESB","1"
"F8N1DCZ2","1","1,766,044,525","NAV","1"
"D6N67355","1","1,766,044,355","DCP","1"
"R2N0P653","1","1,766,044,381","DCP","5"
"F9KA0111","1","1,766,044,394","DCP","0"
"R2N6C480","1","1,766,044,534","ESB","2"
"R2NM3923","1","1,766,044,411","HAD","1"
"F8N7T983","1","1,766,044,490","ESB","1"
"F8N1FDL7","1","1,766,044,411","DCP","10"
"F8N74Y98","1","1,766,044,414","HAD","1"
"R2N0HK65","1","1,766,044,418","DCP","1"
"F9K04003","1","1,766,044,569","ESB","4"
"R2N6X436","1","1,766,044,526","DCP","1"
"D6N00P96","1","1,766,044,443","DCP","14"
"R2N0T937","1","1,766,044,403","DCP","0"
"R2N0GA79","1","1,766,044,575","DCP","1"
"R2N4X940","1","1,766,044,470","DTO","2"
"F8N1TCZ9","1","1,766,044,503","DTC","0"
"F8N05X80","1","1,766,044,559","DCP","1"
"R2S02S44","1","1,766,044,483","HAD","1"
"F8S35B30","1","1,766,044,569","NAV","1"
"F8N2AAP4","1","1,766,044,637","DCP","14"
"F8N0GFU8","1","1,766,044,473","DCP","9"
"R2N2P819","1","1,766,040,403","DCP","16"
"F8N0WTW8","1","1,766,040,609","ESB","1"
"R2N6H208","1","1,766,039,994","DCP","2"
"D6NJ7206","1","1,766,040,527","DCP","15"
"F8N97K13","1","1,766,040,417","HAD","1"
"F8N1FJM3","1","1,766,040,344","DCP","0"
"F8N0PHA0","1","1,766,040,409","DCP","7"
"R2N08971","1","1,766,040,565","ESB","1"
"R2N1U925","1","1,766,040,275","DCP","4"
"R2K01U60","1","1,766,040,421","DCP","1"
"F8N1HJT7","1","1,766,040,271","HAD","0"
"F8N36590","1","1,766,040,581","HAD","1"
"F8N7T971","1","1,766,040,574","ESB","1"
"R2N2Z054","1","1,766,040,271","DCP","1"
"R2N8T629","1","1,766,040,338","DCP","2"
"R2N7Z745","1","1,766,040,256","DCP","13"
"F8N1CFU3","1","1,766,040,303","DCP","0"
"R2N0U861","1","1,766,040,503","DBF","4"
"R2N7G053","1","1,766,040,383","NAV","7"
"R2N5U107","1","1,766,040,380","ESB","11"
"F8N0AJD3","1","1,766,040,623","NAV","1"
"F8S86A17","1","1,766,040,315","DCP","1"
"F8K19A60","1","1,766,040,558","ESB","1"
"F8N85A14","1","1,766,040,552","ESB","1"
"F8N1SEA9","1","1,766,040,638","DCP","3"
"F8N6X959","1","1,766,040,620","NAV","1"
"R2N6M357","1","1,766,019,319","DCP","0"
"F8N81185","1","1,766,019,349","ESB","1"
"F8N7C682","1","1,766,018,880","DCP","28"
"R2N5K920","1","1,766,019,281","NAV","2"
"R2K00V01","1","1,766,019,233","DCP","7"
"R2N9J024","1","1,766,019,217","DTC","0"
"R2N6W074","1","1,766,018,871","DCP","14"
"D3N00E57","1","1,766,019,346","DCP","8"
"R2N7Y789","1","1,766,019,262","DCP","2"
"F8N0BUX0","1","1,766,019,114","DCP","17"
"R2NE5959","1","1,766,018,961","DCP","36"
"F8N52S01","1","1,766,019,254","DCP","0"
"F8N47U42","1","1,766,019,294","DCP","19"
"R2N0JU55","1","1,766,019,264","NAV","3"
"R2N1F629","1","1,766,019,070","DCP","0"
"F8N56U93","1","1,766,019,262","ESB","1"
"R2N0KH50","1","1,766,018,918","DTC","3"
"R2N0FA67","1","1,766,019,247","",""
"D6N35660","1","1,766,019,188","DCP","4"
"F8N1YSS0","1","1,766,019,306","HAD","1"
"R2N7Z745","1","1,766,018,995","DCP","1"
"N8N00A24","1","1,766,018,986","DCP","25"
"R2NT4043","1","1,766,019,195","HAD","2"
"R2N5H862","1","1,766,019,904","HAD","2"
"F8N32U45","1","1,766,019,961","NAV","2"
"F8N1R989","1","1,766,019,724","DCP","3"
"F8N0LUS6","1","1,766,019,685","HAD","1"
"F8N1FSF6","1","1,766,019,880","DCP","0"
"D6NJ7206","1","1,766,019,902","DCP","12"
"R2NR3729","1","1,766,019,845","ESB","1"
"R2S05793","1","1,766,020,004","DTC","4"
"F8N0KML0","1","1,766,020,069","DTC","1"
"R2NH6176","1","1,766,019,947","NAV","1"
"F8S18A56","1","1,766,019,972","DCP","1"
"F8N1MFD1","1","1,766,020,006","NAV","3"
"F8S96A65","1","1,766,019,470","DCP","1"
"F8N0REK5","1","1,766,020,032","DCP","3"
"F8N0GZR7","1","1,766,019,944","HAD","1"
"R2N7P540","1","1,766,020,062","DCP","0"
"R2N04N68","1","1,766,019,957","DCP","8"
"R2N8T492","1","1,766,020,146","ESB","1"
"R2N7H794","1","1,766,020,103","NAV","255"
"F8N1EKW1","1","1,766,019,984","DCP","17"
"F8N0GXJ4","1","1,766,019,937","NAV","10"
"F8N1SUA4","1","1,766,020,009","NAV","0"
"F8N52S01","1","1,766,020,094","DCP","0"
"R2N0BY16","1","1,766,026,312","DCP","2"
"R2N04T55","1","1,766,026,542","",""
"F8N1F729","1","1,766,023,049","DCP","15"
"R2N7G323","1","1,766,023,202","DTC","1"
"R2N6Y389","1","1,766,023,208","",""
"R2N8K968","1","1,766,023,222","ESB","1"
"F8N1ZBZ7","1","1,766,023,111","DCP","2"
"D6N43904","1","1,766,023,008","DCP","0"
"R2S01I89","1","1,766,023,037","DCP","3"
"R2NV5986","1","1,766,022,994","DCP","11"
"R2N0B556","1","1,766,023,206","ESB","1"
"R2N13586","1","1,766,023,142","ESB","1"
"R2N8M194","1","1,766,023,209","ESB","1"
"R2N1E796","1","1,766,023,076","DCP","20"
"R2N5K920","1","1,766,023,177","NAV","2"
"F8N2AHB2","1","1,766,023,071","DCP","1"
"R2N05Y32","1","1,766,023,329","",""
"F8N50J83","1","1,766,023,156","ESB","1"
"F8N3F783","1","1,766,023,241","ESB","7"
"F8N0ZMR5","1","1,766,023,111","NAV","13"
"D6N68562","1","1,766,023,143","DCP","5"
"R2N01U60","1","1,766,023,267","",""
"R2N4R192","1","1,766,022,789","DCP","5"
"R2S04017","1","1,766,023,171","DCP","22"
"R2N0T942","1","1,766,023,179","ESB","1"
"F8N8D370","1","1,766,023,189","ESB","2"
"R2N0KH50","1","1,766,023,275","DTC","3"
"F8N0MKG8","1","1,766,023,245","ESB","1"
"R2N6X371","1","1,766,023,137","DCP","3"
"R2N6G894","1","1,766,023,219","ESB","19"
"F8N01Z57","1","1,766,023,253","NAV","1"
"R2N5Z059","1","1,766,023,229","DTC","18"
"F8N66W87","1","1,766,023,197","ESB","2"
"F8N00K64","1","1,766,023,247","ESB","1"
"N8N00I78","1","1,766,023,208","DCP","5"
"D6N00U80","1","1,766,023,087","DCP","0"
"F8N1SBP7","1","1,766,023,102","NAV","26"
"R2N6H393","1","1,766,022,559","DTC","0"
"F8N1JEY6","1","1,766,022,594","NAV","2"
"R2N04B80","1","1,766,022,538","DCP","0"
"R2K4A650","1","1,766,022,652","DBF","0"
"F8N11U56","1","1,766,022,637","ESB","1"
"R2N8W611","1","1,766,022,553","HAD","1"
"R2N3J020","1","1,766,022,607","NAV","25"
"R2N6Z767","1","1,766,022,523","DCP","2"
"R2N49988","1","1,766,022,572","ESB","8"
"F8N02Y93","1","1,766,022,631","ESB","1"
"R2N9Y909","1","1,766,022,546","DCP","5"
"R2N7Y320","1","1,766,039,075","NAV","1"
"R2NL0092","1","1,766,039,157","DCP","0"
"R2NP8613","1","1,766,039,391","DCP","18"
"R2S10137","1","1,766,039,111","DCP","0"
"D6NM9491","1","1,766,039,186","ESB","1"
"F8N70297","1","1,766,039,459","ESB","1"
"R2N6M383","1","1,766,039,622","DCP","9"
"F8N37W05","1","1,766,039,102","HAD","1"
"R2N7E616","1","1,766,039,274","DCP","1"
"R2N6G402","1","1,766,039,259","NAV","1"
"R2N0BI64","1","1,766,039,496","",""
"D6N52985","1","1,766,039,484","DCP","2"
"R2N5Z646","1","1,766,039,354","DCP","1"
"F8N56K58","1","1,766,039,492","ESB","1"
"F8N0XMY4","1","1,766,039,418","NAV","1"
"F8N1JSW4","1","1,766,039,343","DCP","0"
"R2N0U277","1","1,766,039,242","ESB","16"
"R2N1J343","1","1,766,039,095","HAD","1"
"F8N0WKJ4","1","1,766,039,236","NAV","1"
"F8N84X05","1","1,766,039,268","NAV","2"
"R2N1R749","1","1,766,039,136","DCP","1"
"D6N20632","1","1,766,039,491","ESB","0"
"R2N2E712","1","1,766,039,283","ESB","0"
"F8N0RMR4","1","1,766,039,370","DCP","0"
"R2N6H200","1","1,766,039,111","DCP","2"
"F8K21B27","1","1,766,039,250","NAV","9"
"F8N1LEA0","1","1,766,039,141","DCP","14"
"F8N1TYL9","1","1,766,039,930","DCP","5"
"R2N7K494","1","1,766,040,166","ESB","1"
"R2N5K920","1","1,766,040,099","IDL","2"
"R2N3M170","1","1,766,039,958","DCP","10"
"F8N68E94","1","1,766,040,071","HAD","1"
"R2N05J80","1","1,766,040,130","NAV","17"
"D6NK6695","1","1,766,040,014","DCP","7"
"R2N3S355","1","1,766,039,969","DCP","13"
"R2N2P028","1","1,766,040,180","ESB","1"
"F8N1JBZ5","1","1,766,040,260","DTC","7"
"F8N1MWM0","1","1,766,039,908","NAV","3"
"F8N47U39","1","1,766,040,249","DCP","0"
"F8N9P155","1","1,766,040,180","ESB","1"
"F8N0XTL4","1","1,766,040,130","NAV","8"
"R2N0LM63","1","1,766,040,038","DCP","0"
"D6N24097","1","1,766,040,119","ESB","4"
"D6NM1814","1","1,766,040,094","ESB","1"
