"UnitNumber","insff","inschangetime"
"R2N8R791","1","1,766,065,091"
"R2N8K651","1","1,766,064,880"
"R2N8R791","1","1,766,064,986"
"R2N8K651","1","1,766,065,096"
"R2N8R791","1","1,766,065,165"
"R2N8K651","1","1,766,064,883"
"R2N8R791","1","1,766,065,098"
"R2N8K651","1","1,766,064,921"
"R2N8K651","1","1,766,065,103"
"R2N8R791","1","1,766,065,216"
"R2N8R791","1","1,766,065,156"
"F8N0CDY2","1","1,766,065,218"
"R2N8R791","1","1,766,065,381"
"R2N8K651","1","1,766,065,389"
"R2S06359","1","1,766,065,592"
"R2N0T657","1","1,766,065,396"
"R2N8R791","1","1,766,065,007"
"R2N8K651","1","1,766,064,934"
"R2N8K651","1","1,766,065,412"
"F8N0JKA9","1","1,766,065,239"
"R2N8K651","1","1,766,065,133"
"R2N8R791","1","1,766,065,240"
"R2N8K651","1","1,766,065,648"
"R2N8R791","1","1,766,065,667"
"R2N8R791","1","1,766,064,943"
"R2N8K651","1","1,766,065,108"
"R2N3S229","1","1,766,065,752"
"R2N8R791","1","1,766,065,089"
"R2N8R791","1","1,766,065,096"
"R2N8R791","1","1,766,065,113"
"R2N8R791","1","1,766,065,665"
"R2N8R791","1","1,766,065,669"
"R2N8R791","1","1,766,065,673"
"R2N8R791","1","1,766,065,131"
"R2N8K651","1","1,766,065,131"
"R2N8K651","1","1,766,065,432"
"R2N2P828","1","1,766,065,759"
"R2N8R791","1","1,766,065,177"
"R2N8R791","1","1,766,065,761"
"R2N8K651","1","1,766,065,206"
"R2N8K651","1","1,766,065,137"
"R2N8R791","1","1,766,065,139"
"R2N8K651","1","1,766,064,899"
"R2N8K651","1","1,766,065,216"
"R2N8K651","1","1,766,065,151"
"R2N8R791","1","1,766,065,261"
"R2N8K651","1","1,766,065,179"
"R2N8R791","1","1,766,065,712"
"R2N8K651","1","1,766,065,726"
"R2N8R791","1","1,766,065,727"
"R2N8K651","1","1,766,065,733"
"R2N8R791","1","1,766,065,180"
"R2N8R791","1","1,766,065,774"
"R2N8K651","1","1,766,065,775"
"R2N8K651","1","1,766,065,779"
"R2N8R791","1","1,766,064,965"
"R2N8K651","1","1,766,065,185"
"N8S00N39","1","1,766,065,208"
"F8N0CDY2","1","1,766,065,184"
"R2N8K651","1","1,766,065,748"
"R2N8R791","1","1,766,065,160"
"R2N8R791","1","1,766,065,187"
"R2N8R791","1","1,766,065,821"
"R2N8K651","1","1,766,065,823"
"R2N8K651","1","1,766,064,906"
"R2N8R791","1","1,766,064,909"
"R2N8R791","1","1,766,065,696"
"R2N8K651","1","1,766,065,189"
"R2N8R791","1","1,766,065,244"
"R2N8K651","1","1,766,064,912"
"R2N8K651","1","1,766,065,758"
"R2N8K651","1","1,766,065,762"
"F8N0JKA9","1","1,766,065,562"
"R2N8R791","1","1,766,065,766"
"R2N8R791","1","1,766,065,246"
"R2N8R791","1","1,766,064,913"
"R2N8R791","1","1,766,065,204"
"R2N8K651","1","1,766,065,318"
"R2S03M88","1","1,766,065,224"
"R2N8R791","1","1,766,065,563"
"R2N8R791","1","1,766,065,233"
"R2N8R791","1","1,766,065,844"
"R2N8R791","1","1,766,065,812"
"D6N50923","1","1,766,065,239"
"R2N8K651","1","1,766,065,200"
"R2N8R791","1","1,766,064,919"
"R2N8K651","1","1,766,065,583"
"R2N8R791","1","1,766,064,991"
"R2N0D497","1","1,766,065,203"
"F8N0DCT8","1","1,766,065,741"
"R2N8K651","1","1,766,064,925"
"F8N0TAM2","1","1,766,026,227"
"R2N5K904","1","1,766,026,377"
"R2N8R791","1","1,766,026,245"
"F8N0XTL7","1","1,766,026,245"
"F8N49Y15","1","1,766,026,144"
"F8N1EHS4","1","1,766,026,179"
"F8N1NWS2","1","1,766,026,275"
"F8N67R67","1","1,766,026,378"
"D6NL3881","1","1,766,026,146"
"D6N18337","1","1,766,025,866"
"F8N0TNW0","1","1,766,026,381"
"R2NO2080","1","1,766,026,276"
"F8N0WLR4","1","1,766,026,184"
"R2N8K651","1","1,766,026,184"
"R2N8R791","1","1,766,026,383"
"R2N8K651","1","1,766,026,358"
"R2N8K651","1","1,766,026,278"
"R2NR2893","1","1,766,026,288"
"R2N8R791","1","1,766,026,278"
"F8N0YWR2","1","1,766,026,186"
"F8N30G86","1","1,766,026,356"
"D6N09231","1","1,766,026,223"
"F8N1ZYC4","1","1,766,026,386"
"R2N8R791","1","1,766,026,253"
"R2N8K651","1","1,766,026,349"
"F8N09U26","1","1,766,026,253"
"R2N1J341","1","1,766,026,350"
"F8N0LDK3","1","1,766,026,396"
"F8N1F992","1","1,766,026,224"
"F8N0MYA1","1","1,766,026,400"
"F8N1YYZ5","1","1,766,026,227"
"R2N8K651","1","1,766,026,288"
"D6NM5550","1","1,766,026,229"
"F8N0MKG2","1","1,766,026,408"
"F8N1WXN6","1","1,766,026,154"
"F8N74P27","1","1,766,026,292"
"F8S68B11","1","1,766,026,151"
"F8N0NDA8","1","1,766,026,233"
"F8N0YWR2","1","1,766,026,410"
"R2N8K651","1","1,766,026,410"
"F8N1ZYC4","1","1,766,026,259"
"F8N1WXN6","1","1,766,026,353"
"F8N1WDK1","1","1,766,026,156"
"R2N8R791","1","1,766,026,415"
"R2N1H393","1","1,766,026,415"
"F8N0LNM4","1","1,766,026,354"
"D6S00J22","1","1,766,026,417"
"F8N1ZYC4","1","1,766,026,160"
"F8N1NWS2","1","1,766,026,262"
"F8N49Y15","1","1,766,026,301"
"F8N40Z49","1","1,766,026,309"
"R2N05V71","1","1,766,026,362"
"R2N0HJ90","1","1,766,026,243"
"F8N0XAH3","1","1,766,026,417"
"F8N56N61","1","1,766,026,355"
"F8N56N61","1","1,766,026,263"
"F8N1UFK5","1","1,766,026,254"
"R2N8K651","1","1,766,026,246"
"D6N68938","1","1,766,026,355"
"R2N8R791","1","1,766,026,232"
"R2N13587","1","1,766,026,203"
"R2N8R791","1","1,766,026,314"
"F8N0SHH5","1","1,766,026,205"
"D6NK4455","1","1,766,026,264"
"F8N2D623","1","1,766,026,357"
"R2NV2164","1","1,766,026,246"
"F8N0NTC7","1","1,766,026,232"
"R2N8R791","1","1,766,026,319"
"D6N62223","1","1,766,026,364"
"R2N8N502","1","1,766,026,265"
"R2N04F09","1","1,766,026,358"
"F8N56N61","1","1,766,026,208"
"R2N8K639","1","1,766,026,208"
"F8N0YWR2","1","1,766,026,328"
"R2NS7042","1","1,766,024,326"
"F8N64Z81","1","1,766,024,384"
"R2N0K557","1","1,766,024,324"
"D7NB0350","1","1,766,024,326"
"R2N8K639","1","1,766,024,386"
"F8N2B738","1","1,766,024,387"
"F8N1UYB6","1","1,766,024,235"
"F8N56N60","1","1,766,024,246"
"R2N83135","1","1,766,024,360"
"F8N0RNB9","1","1,766,024,198"
"R2N3S215","1","1,766,024,378"
"F8N0ERX5","1","1,766,024,388"
"R2N8K639","1","1,766,024,388"
"R2S00D37","1","1,766,024,249"
"F8N1NAG9","1","1,766,024,300"
"N8S00L62","1","1,766,024,067"
"D7S00178","1","1,766,024,337"
"R2N87118","1","1,766,024,337"
"R2N8K651","1","1,766,024,338"
"F8S75B59","1","1,766,024,381"
"R2NB8476","1","1,766,024,434"
"R2S00D37","1","1,766,024,203"
"F8N0UWW5","1","1,766,024,382"
"R2N8R791","1","1,766,065,338"
"R2N8R791","1","1,766,065,858"
"R2N8K651","1","1,766,065,742"
"R2N8K651","1","1,766,065,235"
"F8N1SGG4","1","1,766,065,743"
"R2N8K651","1","1,766,065,238"
"R2N8R791","1","1,766,065,756"
"F8N34W26","1","1,766,065,340"
"R2N8K651","1","1,766,065,772"
"R2N8K651","1","1,766,065,875"
"R2N8R791","1","1,766,065,218"
"R2N8R791","1","1,766,065,273"
"R2N8K651","1","1,766,065,616"
"R2N8K651","1","1,766,065,901"
"R2N8K651","1","1,766,065,263"
"R2N8K651","1","1,766,065,250"
"R2N8R791","1","1,766,065,256"
"R2N8K651","1","1,766,065,257"
"R2NV5827","1","1,766,065,246"
"F8S12B62","1","1,766,065,150"
"R2N8R791","1","1,766,065,385"
"R2N8R791","1","1,766,065,291"
"R2N8K651","1","1,766,065,306"
"R2N8R791","1","1,766,065,866"
"R2N8K651","1","1,766,064,998"
"R2N8K651","1","1,766,065,248"
"R2N8K651","1","1,766,064,960"
"R2NV7971","1","1,766,065,362"
"D6N29335","1","1,766,065,867"
"R2N8R791","1","1,766,065,879"
"D6N45332","1","1,766,065,293"
"R2N8R791","1","1,766,065,280"
"R2N8K651","1","1,766,065,946"
"R2N8R791","1","1,766,065,364"
"R2N8K651","1","1,766,065,270"
"R2N8R791","1","1,766,065,948"
"R2N8K651","1","1,766,065,365"
"R2N8K651","1","1,766,065,949"
"R2N8R791","1","1,766,065,914"
"R2N8R791","1","1,766,065,919"
"R2N8K651","1","1,766,065,418"
"R2N8K651","1","1,766,065,422"
"F8S12B62","1","1,766,064,963"
"R2N8K651","1","1,766,065,254"
"R2N8R791","1","1,766,065,294"
"R2N8K651","1","1,766,065,008"
"R2N8K651","1","1,766,065,260"
"R2N8R791","1","1,766,065,657"
"R2N8K651","1","1,766,064,970"
"R2N8K651","1","1,766,065,963"
"R2N8K651","1","1,766,065,678"
"R2N8K651","1","1,766,064,972"
"R2N8R791","1","1,766,065,371"
"R2N8R791","1","1,766,065,306"
"R2N8K651","1","1,766,065,972"
"R2N8K651","1","1,766,065,384"
"R2N8R791","1","1,766,065,984"
"R2N8R791","1","1,766,065,404"
"R2N8K651","1","1,766,065,701"
"R2N8R791","1","1,766,065,313"
"R2N8K651","1","1,766,065,274"
"R2N2P828","1","1,766,065,435"
"R2N8R791","1","1,766,065,315"
"R2N8R791","1","1,766,065,362"
"R2N8K651","1","1,766,065,277"
"R2N8K651","1","1,766,065,397"
"R2N8R791","1","1,766,065,058"
"R2N8R791","1","1,766,066,034"
"R2N8K651","1","1,766,066,038"
"R2N8R791","1","1,766,064,999"
"R2N8K651","1","1,766,065,374"
"F8N0CDY2","1","1,766,066,031"
"R2N8K651","1","1,766,065,279"
"R2N8R791","1","1,766,065,708"
"R2N8R791","1","1,766,066,040"
"R2N8K651","1","1,766,065,713"
"R2N8K651","1","1,766,066,056"
"R2N8R791","1","1,766,065,389"
"R2N8K651","1","1,766,065,444"
"R2N8K651","1","1,766,065,325"
"R2N8K651","1","1,766,066,068"
"F8N0CDY2","1","1,766,065,329"
"R2N8K651","1","1,766,065,329"
"R2N8R791","1","1,766,065,374"
"R2N8K651","1","1,766,065,393"
"R2N8R791","1","1,766,065,450"
"R2N8R791","1","1,766,065,344"
"R2N8R791","1","1,766,065,011"
"R2N8K651","1","1,766,065,472"
"R2N8R791","1","1,766,066,025"
"R2N8R791","1","1,766,065,346"
"R2N8K651","1","1,766,066,110"
"R2N8K651","1","1,766,065,490"
"F8S12B62","1","1,766,065,460"
"R2N8R791","1","1,766,065,106"
"R2N8R791","1","1,766,066,177"
"R2N1Z610","1","1,766,065,108"
"R2N0MM40","1","1,766,065,316"
"R2N8R791","1","1,766,066,187"
"F8N76H18","1","1,766,065,893"
"R2N8R791","1","1,766,066,214"
"R2N8R791","1","1,766,065,501"
"R2N8R791","1","1,766,065,025"
"R2N4W365","1","1,766,065,113"
"R2N8R791","1","1,766,065,465"
"F8N0KYE1","1","1,766,024,392"
"F8N56W90","1","1,766,024,396"
"R2N8K651","1","1,766,024,435"
"F8N1HYM2","1","1,766,024,396"
"F8S00B83","1","1,766,024,342"
"R2N0D535","1","1,766,024,392"
"F8N1CSP2","1","1,766,024,435"
"F8N0SHH0","1","1,766,024,393"
"F8N0CBH0","1","1,766,024,207"
"R2N0LI74","1","1,766,024,336"
"R2N1Y404","1","1,766,024,207"
"R2S00D37","1","1,766,024,082"
"F8N0FLX9","1","1,766,024,208"
"F8K22B76","1","1,766,024,395"
"R2N8K651","1","1,766,024,439"
"F8S40B27","1","1,766,024,355"
"F8N0NJH6","1","1,766,024,355"
"F8N6W901","1","1,766,024,361"
"F8N0PME8","1","1,766,024,441"
"F8N56N60","1","1,766,024,387"
"R2N8K639","1","1,766,024,366"
"F8N1NAG9","1","1,766,024,364"
"R2N4T175","1","1,766,024,389"
"F8N0GYD5","1","1,766,024,372"
"F8N64Z81","1","1,766,024,404"
"F8N0NDK7","1","1,766,024,376"
"R2N4T175","1","1,766,024,369"
"F8N10248","1","1,766,024,113"
"F8N0NLT3","1","1,766,024,278"
"D6NL5286","1","1,766,024,408"
"R2N2E688","1","1,766,024,382"
"F8N0NHG6","1","1,766,024,408"
"N8S00N41","1","1,766,024,448"
"F8N0WTW6","1","1,766,024,437"
"R2N8K651","1","1,766,024,250"
"R2N8K639","1","1,766,024,122"
"R2N5F931","1","1,766,024,345"
"R2N8K651","1","1,766,024,456"
"R2NN1292","1","1,766,024,394"
"F8N0LLL8","1","1,766,024,396"
"F8N0HNB6","1","1,766,024,213"
"F8S40B27","1","1,766,024,347"
"R2S02Z06","1","1,766,024,459"
"F8N0UWW5","1","1,766,024,410"
"R2NN1417","1","1,766,024,460"
"F8N18X73","1","1,766,024,252"
"R2S01J24","1","1,766,024,412"
"F8N31A32","1","1,766,024,400"
"R2N1E105","1","1,766,024,413"
"D6N54260","1","1,766,024,465"
"F8N1DGT3","1","1,766,024,215"
"R2N8K651","1","1,766,024,129"
"F8N0FLX9","1","1,766,024,129"
"R2K4A062","1","1,766,024,414"
"R2N8K651","1","1,766,024,216"
"F8N0NUZ8","1","1,766,024,467"
"N8S00N41","1","1,766,024,466"
"F8N1XTK9","1","1,766,024,406"
"F8N0UAW5","1","1,766,024,421"
"N8S00N39","1","1,766,024,294"
"F8N00H55","1","1,766,025,557"
"R2N8K651","1","1,766,025,489"
"R2N8R791","1","1,766,025,445"
"R2N1U475","1","1,766,025,481"
"R2N6G893","1","1,766,025,482"
"F8N49Y15","1","1,766,025,716"
"F8S83A90","1","1,766,025,707"
"F8N0NJH6","1","1,766,025,503"
"R2N1Z746","1","1,766,025,570"
"R2N8K639","1","1,766,025,508"
"F8N8X714","1","1,766,025,652"
"R2S03C37","1","1,766,025,491"
"F8N0NJH6","1","1,766,025,580"
"N8S01L52","1","1,766,025,517"
"F8N84994","1","1,766,025,517"
"R2N8R791","1","1,766,025,450"
"F8N1BSW0","1","1,766,025,582"
"R2N0OQ55","1","1,766,025,581"
"R2N8R791","1","1,766,025,521"
"R2S02A98","1","1,766,025,581"
"R2N9D664","1","1,766,025,521"
"D7NB2570","1","1,766,025,582"
"R2N8R791","1","1,766,025,594"
"F8N1A666","1","1,766,025,594"
"R2N3S537","1","1,766,025,649"
"R2S00514","1","1,766,025,523"
"F8N63J34","1","1,766,025,436"
"F8NHG703","1","1,766,025,656"
"R2N8R791","1","1,766,025,603"
"D6N06163","1","1,766,025,435"
"F8N63J34","1","1,766,025,492"
"R2NA9419","1","1,766,025,452"
"D6N68433","1","1,766,025,495"
"R2N4E069","1","1,766,025,529"
"F8K86A51","1","1,766,025,495"
"F8N1BSY8","1","1,766,025,703"
"F8N11113","1","1,766,025,600"
"R2S01V11","1","1,766,025,494"
"R2N15590","1","1,766,025,610"
"R2NU9990","1","1,766,025,496"
"F8N1SZS8","1","1,766,025,603"
"F8N62Y97","1","1,766,025,603"
"D6N66688","1","1,766,025,531"
"R2N0R172","1","1,766,025,663"
"D6N51134","1","1,766,025,605"
"F8N0MAZ6","1","1,766,025,495"
"F8N0UAW4","1","1,766,025,438"
"F8N1LFW9","1","1,766,025,456"
"D6N56254","1","1,766,025,607"
"R2N8R791","1","1,766,025,608"
"D6N37269","1","1,766,025,491"
"R2N0JS39","1","1,766,025,457"
"N8S01D81","1","1,766,025,611"
"R2N3T655","1","1,766,025,610"
"R2N8K639","1","1,766,025,532"
"R2N5Y901","1","1,766,025,615"
"R2N9T523","1","1,766,025,497"
"R2N8K651","1","1,766,065,467"
"R2N8K651","1","1,766,065,029"
"R2N8R791","1","1,766,065,455"
"R2N8K651","1","1,766,065,369"
"R2N8R791","1","1,766,065,457"
"R2N8R791","1","1,766,066,220"
"F8N0RYU7","1","1,766,066,221"
"R2N8R791","1","1,766,065,469"
"R2N8K651","1","1,766,065,348"
"R2N8R791","1","1,766,065,331"
"F8N0JKA9","1","1,766,065,160"
"D6NH1945","1","1,766,066,231"
"R2N8R791","1","1,766,066,209"
"R2N8R791","1","1,766,065,581"
"R2N7D238","1","1,766,066,250"
"R2N8R791","1","1,766,065,050"
"R2N8R791","1","1,766,065,335"
"F8S12B62","1","1,766,065,847"
"R2N8K651","1","1,766,065,337"
"R2N8R791","1","1,766,065,477"
"R2N8R791","1","1,766,065,340"
"R2N8K651","1","1,766,065,871"
"R2N8R791","1","1,766,065,596"
"R2N8R791","1","1,766,066,255"
"F8N85K93","1","1,766,066,350"
"R2N8K651","1","1,766,065,487"
"R2N8K651","1","1,766,065,171"
"R2N8R791","1","1,766,065,391"
"N8S00N39","1","1,766,066,238"
"R2N8R791","1","1,766,065,173"
"R2N8K651","1","1,766,065,350"
"R2N2C414","1","1,766,065,173"
"R2N8R791","1","1,766,065,481"
"R2N8R791","1","1,766,066,260"
"F8N0CDY2","1","1,766,065,481"
"R2N8R791","1","1,766,066,245"
"R2N8R791","1","1,766,066,269"
"R2N8K651","1","1,766,065,054"
"R2N8R791","1","1,766,065,197"
"R2N8R791","1","1,766,066,457"
"R2N8R791","1","1,766,066,337"
"R2N8R791","1","1,766,065,407"
"F8N0TGY7","1","1,766,065,393"
"R2N8R791","1","1,766,066,285"
"R2N8K651","1","1,766,065,603"
"R2N8R791","1","1,766,065,416"
"R2N8R791","1","1,766,065,467"
"F8S12B62","1","1,766,066,461"
"R2N8K651","1","1,766,066,550"
"R2N8K651","1","1,766,065,515"
"R2N8R791","1","1,766,066,347"
"R2N8R791","1","1,766,065,548"
"R2N8R791","1","1,766,066,571"
"D6N33662","1","1,766,066,394"
"N8S00N39","1","1,766,065,606"
"R2N8R791","1","1,766,065,517"
"R2N8K651","1","1,766,065,496"
"R2N8K651","1","1,766,065,410"
"F8S12B62","1","1,766,065,087"
"R2N8K651","1","1,766,065,519"
"F8N85K93","1","1,766,066,435"
"R2N8K651","1","1,766,065,480"
"R2N8K651","1","1,766,066,660"
"R2N0OO86","1","1,766,065,911"
"R2N8R791","1","1,766,066,451"
"R2N8R791","1","1,766,065,438"
"R2N8K651","1","1,766,065,525"
"R2N8K651","1","1,766,065,531"
"N8S00N39","1","1,766,065,624"
"R2N8K651","1","1,766,066,682"
"D3S08611","1","1,766,065,525"
"R2N8R791","1","1,766,066,683"
"R2N8R791","1","1,766,065,541"
"R2N8K651","1","1,766,065,513"
"R2N8R791","1","1,766,065,521"
"R2N8R791","1","1,766,065,490"
"D6S00M57","1","1,766,065,973"
"R2N8K651","1","1,766,066,525"
"R2N8R791","1","1,766,065,506"
"N8S00N39","1","1,766,066,575"
"F8N0CDY2","1","1,766,065,507"
"R2N8R791","1","1,766,065,509"
"N8S00N39","1","1,766,065,562"
"R2N8R791","1","1,766,066,577"
"R2N8R791","1","1,766,066,707"
"R2N8R791","1","1,766,065,534"
"R2N8K651","1","1,766,065,549"
"R2N8K651","1","1,766,065,694"
"R2N8K651","1","1,766,065,242"
"R2N8K651","1","1,766,065,537"
"R2N8R791","1","1,766,066,715"
"R2N8K651","1","1,766,066,718"
"F8N0JKA9","1","1,766,065,553"
"R2N8R791","1","1,766,065,554"
"R2N8K651","1","1,766,066,744"
"R2N8R791","1","1,766,065,557"
"R2N8K651","1","1,766,065,577"
"R2N8R791","1","1,766,066,610"
"F8S12B62","1","1,766,065,246"
"R2N8R791","1","1,766,065,586"
"F8N61E49","1","1,766,066,610"
"R2N8R791","1","1,766,065,550"
"R2N8R791","1","1,766,066,613"
"R2N8K651","1","1,766,066,641"
"R2N8R791","1","1,766,066,631"
"R2N8R791","1","1,766,066,644"
"R2N8R791","1","1,766,065,351"
"R2N8R791","1","1,766,065,743"
"R2N8R791","1","1,766,065,538"
"R2N8K651","1","1,766,065,594"
"R2N8K651","1","1,766,065,542"
"F8N65X73","1","1,766,065,250"
"R2N8R791","1","1,766,066,771"
"F8S75B03","1","1,766,065,745"
"R2N8K651","1","1,766,065,544"
"R2N8R791","1","1,766,065,660"
"R2N8R791","1","1,766,065,611"
"R2N8K651","1","1,766,065,357"
"R2N8R791","1","1,766,066,668"
"R2N8R791","1","1,766,066,865"
"R2N8K651","1","1,766,065,794"
"R2N3S229","1","1,766,065,637"
"R2N8K651","1","1,766,066,741"
"R2N8K651","1","1,766,065,561"
"R2NL2233","1","1,766,065,561"
"R2N8K651","1","1,766,065,571"
"R2N1T154","1","1,766,066,073"
"R2N07V17","1","1,766,065,578"
"R2N8R791","1","1,766,066,076"
"R2N8R791","1","1,766,065,278"
"R2N8K651","1","1,766,066,123"
"R2N8R791","1","1,766,066,688"
"R2N8K651","1","1,766,066,688"
"R2N8R791","1","1,766,066,699"
"R2N8R791","1","1,766,065,825"
"R2N8K651","1","1,766,065,574"
"R2N8K651","1","1,766,066,753"
"R2N8R791","1","1,766,065,397"
"R2N8R791","1","1,766,066,919"
"R2N8K651","1","1,766,066,756"
"R2N8R791","1","1,766,065,583"
"R2N8K651","1","1,766,066,981"
"R2N8R791","1","1,766,066,983"
"R2N8K651","1","1,766,065,620"
"R2N8K651","1","1,766,065,730"
"R2N8R791","1","1,766,065,411"
"R2N8K651","1","1,766,066,789"
"R2N3H634","1","1,766,065,589"
"F8N60X68","1","1,766,065,898"
"R2N8R791","1","1,766,066,796"
"R2N8R791","1","1,766,065,413"
"R2N8K651","1","1,766,065,629"
"R2N8R791","1","1,766,067,032"
"R2N8R791","1","1,766,066,296"
"R2N8R791","1","1,766,066,302"
"R2N8K651","1","1,766,066,716"
"R2N8K651","1","1,766,065,596"
"R2N8R791","1","1,766,066,722"
"R2N8R791","1","1,766,065,599"
"R2N8R791","1","1,766,065,749"
"R2N8K651","1","1,766,065,800"
"R2N8R791","1","1,766,065,957"
"R2N8K651","1","1,766,065,716"
"R2N8K651","1","1,766,066,873"
"R2N8K651","1","1,766,065,635"
"F8N0CDY2","1","1,766,065,718"
"R2N8R791","1","1,766,065,976"
"R2N8K651","1","1,766,065,380"
"R2N8K651","1","1,766,065,837"
"R2N8R791","1","1,766,066,022"
"R2N8R791","1","1,766,065,817"
"R2N8R791","1","1,766,066,882"
"R2N8R791","1","1,766,065,851"
"R2N8K651","1","1,766,065,639"
"R2N8R791","1","1,766,066,892"
"F8N0CDY2","1","1,766,066,795"
"R2N8R791","1","1,766,065,639"
"N8S00N39","1","1,766,065,861"
"R2N8R791","1","1,766,065,854"
"R2N8K651","1","1,766,066,912"
"R2N8K651","1","1,766,067,051"
"R2N8K651","1","1,766,067,055"
"R2N8R791","1","1,766,065,606"
"R2N1Z611","1","1,766,066,943"
"R2N8K651","1","1,766,066,950"
"R2N8K651","1","1,766,067,074"
"F8N0JXZ7","1","1,766,066,356"
"R2N8R791","1","1,766,065,678"
"R2N8R791","1","1,766,066,807"
"D6B0A062","1","1,766,065,870"
"R2N8R791","1","1,766,067,135"
"R2N8R791","1","1,766,065,609"
"R2N8K651","1","1,766,066,828"
"R2N8R791","1","1,766,065,871"
"F8S12B62","1","1,766,065,424"
"R2N8K651","1","1,766,067,009"
"R2N8K651","1","1,766,066,850"
"R2N8R791","1","1,766,065,875"
"R2N8R791","1","1,766,065,884"
"R2N8K651","1","1,766,067,031"
"R2N8R791","1","1,766,065,839"
"R2N8R791","1","1,766,065,772"
"R2N8R791","1","1,766,067,148"
"R2N8K651","1","1,766,066,866"
"F8S23A85","1","1,766,065,610"
"R2N8R791","1","1,766,065,898"
"R2N8R791","1","1,766,065,842"
"R2N9J148","1","1,766,025,621"
"R2N9D664","1","1,766,025,440"
"F8N62U43","1","1,766,025,622"
"R2N8K651","1","1,766,025,625"
"R2N8R791","1","1,766,025,534"
"F8N1AMT7","1","1,766,025,616"
"R2N8R791","1","1,766,025,626"
"R2N8R791","1","1,766,025,464"
"R2N82244","1","1,766,025,443"
"F8N1CGT2","1","1,766,025,534"
"N8S01O92","1","1,766,025,631"
"F8N42A14","1","1,766,025,668"
"F8N31Y68","1","1,766,024,936"
"F8N1FFC9","1","1,766,025,669"
"R2N09T33","1","1,766,025,714"
"R2N8K639","1","1,766,025,501"
"R2N0FR37","1","1,766,025,716"
"F8N95J07","1","1,766,025,443"
"R2N8R791","1","1,766,025,538"
"F8N1HCJ2","1","1,766,025,443"
"F8N1LFW9","1","1,766,025,502"
"R2NV4402","1","1,766,025,702"
"F8NFT645","1","1,766,025,701"
"R2N8K651","1","1,766,025,704"
"R2N8R791","1","1,766,025,719"
"F8N1AMT7","1","1,766,025,622"
"F8N0NDA5","1","1,766,025,703"
"F8N1JLS1","1","1,766,025,635"
"F8N1ZYC4","1","1,766,025,671"
"F8N0NUW2","1","1,766,025,706"
"F8N0FEE0","1","1,766,025,539"
"F8N0SHH5","1","1,766,025,635"
"F8N8R423","1","1,766,025,710"
"F8N0CFR3","1","1,766,025,633"
"R2N8K651","1","1,766,025,712"
"F8N05X57","1","1,766,025,476"
"R2N07L38","1","1,766,025,634"
"F8N68P73","1","1,766,025,504"
"R2N3S537","1","1,766,025,673"
"F8N36G53","1","1,766,025,505"
"R2N7E903","1","1,766,025,715"
"F8S45B60","1","1,766,025,715"
"F8N0EUA0","1","1,766,025,716"
"N8S00P61","1","1,766,025,676"
"R2N0X133","1","1,766,025,636"
"F8N0FJJ5","1","1,766,025,490"
"R2NV2517","1","1,766,025,676"
"F8N26U53","1","1,766,024,949"
"D6N41119","1","1,766,025,640"
"F9K01355","1","1,766,025,678"
"R2N3S537","1","1,766,025,609"
"R2N5F502","1","1,766,025,718"
"F8N1HYM2","1","1,766,024,295"
"R2N8K651","1","1,766,024,297"
"D6NL0416","1","1,766,024,421"
"R2S01O22","1","1,766,024,416"
"F8N18X73","1","1,766,024,417"
"F8N0XCC5","1","1,766,024,357"
"R2N4U439","1","1,766,024,217"
"D7NC2252","1","1,766,024,473"
"F8N31A28","1","1,766,024,359"
"F8N9G929","1","1,766,024,474"
"R2N8K651","1","1,766,024,417"
"R2N0F764","1","1,766,024,410"
"R2SE1745","1","1,766,024,476"
"F8N1JPM9","1","1,766,024,477"
"F8N0ZLW5","1","1,766,024,423"
"F8N1RWE7","1","1,766,024,302"
"D6N22453","1","1,766,024,422"
"F8N0NJH6","1","1,766,024,365"
"F8N1EXY7","1","1,766,024,483"
"F8N0HNB6","1","1,766,024,483"
"R2N5E356","1","1,766,024,365"
"R2N8K651","1","1,766,024,484"
"R2N0R606","1","1,766,024,419"
"F8S40B27","1","1,766,024,368"
"R2N9H097","1","1,766,024,419"
"R2K01K80","1","1,766,024,306"
"F8N0GYD5","1","1,766,024,310"
"F8N1NJB6","1","1,766,024,434"
"R2N8K651","1","1,766,024,487"
"F8N93617","1","1,766,024,420"
"F8N0NJH6","1","1,766,024,422"
"R2N6S789","1","1,766,024,496"
"R2K00M39","1","1,766,024,372"
"D6N68456","1","1,766,024,422"
"R2N6H121","1","1,766,024,489"
"F8N0NLU7","1","1,766,024,262"
"F8N11U55","1","1,766,024,489"
"R2NK6505","1","1,766,024,489"
"F8N1BSU2","1","1,766,024,435"
"F8N20A41","1","1,766,024,488"
"R2N5F266","1","1,766,024,490"
"F8N26Z58","1","1,766,024,314"
"F8N0GYD5","1","1,766,024,501"
"F8N0NJH6","1","1,766,024,470"
"R2N8K651","1","1,766,024,318"
"R2N8K639","1","1,766,024,493"
"R2N8K651","1","1,766,024,287"
"F8N99U08","1","1,766,024,419"
"R2N8K639","1","1,766,024,498"
"F8N56N60","1","1,766,024,499"
"D6N50420","1","1,766,024,159"
"R2N8K651","1","1,766,065,869"
"R2N8R791","1","1,766,067,071"
"R2N8R791","1","1,766,066,879"
"R2N8R791","1","1,766,065,690"
